,Avg_temp,Max_temp,Min_temp,Avg_relative_humidity(%),Total_rainfall_snowmelt(mm),Avg_visibility,Avg_wind_speed,Max_sustained_wind_speed,PM2.5
350,21.6,26.4,19.6,83,0,6.9,1.3,3.5,202.875
351,23.1,28.8,19.1,74,0,6.9,2.8,3.5,260.1666666666667
352,21.1,25.2,18.8,78,0,5.5,3.1,3.5,277.7083333333333
353,21.4,28,17.6,71,0,6.3,1.9,5.4,284.1666666666667
354,21.1,28.3,17.1,74,0,7.7,0.9,3.5,288.4166666666667
355,20,28.4,15.8,65,0,6.3,1.9,3.5,166.91666666666666
356,20.1,27.3,14.2,56,0,9.2,1.3,3.5,169.0
357,20.8,27.4,13.9,58,0,7.7,2,5.4,186.04166666666666
358,22.3,29.5,19.2,77,7.62,6.3,0.9,3.5,284.79583333333335
359,22.2,29.2,17.6,71,1.52,5.5,1.9,7.6,219.72083333333333
360,22.1,29.2,18.7,76,0,6,1.3,3.5,182.1875
361,21.9,28.6,17.4,60,0,6.9,0.4,3.5,154.03750000000002
362,22.1,28.6,17.6,71,0,6.3,0.6,3.5,223.20833333333334
363,21.6,27.6,18.5,72,0,6.3,1.9,3.5,200.64583333333337
364,19.4,27.1,13.7,60,0,8.5,0.9,3.5,285.22499999999997
365,19.4,27.1,13.7,67,0,6,0.2,1.9,236.82499999999996
366,20.1,27.1,14.7,63,0,6.3,2.8,7.6,276.90833333333336
367,21.3,28.2,15.4,61,0,8.5,3.3,5.4,108.0
368,20.9,28.2,15.6,63,0,6.3,3,5.4,107.625
369,21,27.4,15.5,61,0,6.3,4.8,7.6,125.89166666666667
370,22.1,29.4,17,59,0,7.7,3.3,5.4,181.01250000000005
371,21.3,28.4,15.6,57,0,7.7,4.6,7.6,152.55416666666667
372,21.4,27.9,16,60,0,6.3,4.1,9.4,152.32083333333335
373,22.8,30.2,16.6,51,0,6.3,3.9,9.4,319.7375
374,21.9,30.2,16.2,53,0,6.3,3.7,7.6,332.7083333333333
375,21.2,29.3,16.4,63,0,6.3,5.2,9.4,279.59999999999997
376,21.4,28.6,15,58,0,6.3,3.9,9.4,179.11666666666667
377,22.3,30.2,16.3,48,0,6.3,4.1,5.4,54.791666666666664
378,22.7,30.6,15.7,50,0,6.3,3.7,9.4,93.375
379,22.2,30.6,15.5,54,0,6.3,3.3,5.4,103.0
380,24,32,17.7,50,0,6.9,1.3,3.5,132.20833333333334
381,24.7,32.7,17.9,43,0,6.3,0.9,3.5,127.70833333333333
382,24.9,33,16.5,32,0,6.3,0.9,3.5,109.33333333333333
383,24.5,33.1,18.6,39,0,6.3,1.9,3.5,56.458333333333336
384,24.2,32.1,16.9,37,0,6.9,3.3,11.1,135.83333333333334
385,23.7,31.7,17.3,41,0,6.9,3.1,5.4,122.5
386,24.6,32.4,17,27,0,6.9,0.9,3.5,69.66666666666667
387,25.6,33.5,17.2,42,0,6.9,2.2,5.4,79.83333333333333
388,26.1,33.6,20.1,46,0,6.9,3.5,5.4,62.708333333333336
389,25.2,32.6,20.8,62,0,6.9,3.7,7.6,21.208333333333332
390,25.8,32.6,21.4,62,0,6.9,2.2,3.5,1.9166666666666667
391,23.4,32.4,19.9,77,22.1,6.3,1.9,3.5,1.8333333333333333
392,25.8,31.4,21.3,63,0,6.6,2.6,5.4,105.83333333333333
393,25.3,31.5,20.1,59,0,6.9,3.3,5.4,117.58333333333333
394,24.5,31.5,19.6,65,0,6.9,2.2,3.5,122.70833333333333
395,24.5,31.2,18.6,54,0,6.9,3.9,5.4,111.95833333333333
396,25.1,32.7,18.4,48,0,6.9,1.9,3.5,59.208333333333336
397,25.8,32.7,20.4,55,0,6.9,3,5.4,77.20833333333333
398,26.5,35.1,19.6,44,0,6.9,2.2,5.4,98.70833333333333
399,26.9,34.7,19.5,25,0,6.9,2,5.4,123.70833333333333
400,27.9,35.8,22.3,43,0,6.3,3,5.4,52.333333333333336
401,27,34.5,21,47,0,6.3,2.8,3.5,52.041666666666664
402,26.3,34.5,19.9,46,0,6.3,2.2,3.5,128.33333333333334
403,26.5,33.8,22.3,58,0,6.9,1.9,3.5,0.0
404,26.9,33.4,21.6,56,1.27,6.9,2.2,3.5,23.208333333333332
405,27.9,35.1,22.4,53,0,6.9,2.4,5.4,15.166666666666666
406,28,35.1,22.8,54,0,6.9,2.8,3.5,21.25
407,28.9,35.5,22.7,52,0,6.9,1.5,7.6,81.83333333333333
408,28.2,35.5,24.1,55,0,6.9,3.1,3.5,105.33333333333333
409,28.1,35,23,54,0,6.9,4.1,9.4,117.75
410,21.3,29,18.8,77,11.94,6.3,1.3,3.5,84.5
411,23.2,30.5,18.1,71,8.89,6.9,0.7,5.4,46.916666666666664
412,23.2,30.5,19.8,80,0,6.3,1.5,7.6,104.625
413,26.6,32.3,21.9,62,0,6.9,1.3,3.5,42.958333333333336
414,26.8,32.3,21.7,63,0,6.9,0.4,3.5,0.0
415,23.9,33.4,19.8,70,35.56,6.6,4.3,22.2,120.875
416,23.7,31.3,19.2,70,35.81,6.3,0.4,3.5,79.91666666666667
417,25.5,31.1,20.8,68,5.08,6.9,1.3,3.5,0.0
418,26.8,33.8,20.1,61,9.65,6.9,1.9,3.5,94.75
419,24.5,33.8,20.4,73,0,6.9,2.2,7.6,142.5
420,25.7,33.3,20,65,12.19,6.9,1.9,7.6,133.375
421,26.6,30.8,22.2,68,0,6.9,1.3,3.5,147.83333333333334
422,27.7,33.4,22.2,61,0,6.9,2,5.4,158.29166666666666
423,25.9,33.4,23.3,62,0,6,3.1,7.6,149.58333333333334
424,24.2,32,21.9,71,2.54,6.9,0.2,1.9,101.5
425,24.9,29.6,21.6,71,0.25,6.9,1.9,3.5,106.5
426,24.9,31.2,22.2,77,0,6.3,3.1,7.6,128.125
427,24.8,32,20.2,78,0,6.3,4.6,11.1,101.95833333333333
428,26.3,33,19.1,76,39.12,6.9,5.2,7.6,98.41666666666667
429,26.6,33,22.5,75,0,6.9,7.6,18.3,94.375
430,27.3,33.3,22.3,63,0,6.3,5.6,9.4,107.625
431,27.1,33,22.3,66,0,6.3,5.2,9.4,110.41666666666667
432,25.2,32.2,19.2,72,0,6.9,6.5,9.4,95.83333333333333
433,24.2,32.2,19.9,81,0,6.6,5.4,9.4,72.25
434,24.3,31,19.9,77,0,6.6,3.7,7.6,38.666666666666664
435,24.5,31,20.7,78,0,6.9,4.8,7.6,45.375
436,24.6,30.5,21.2,81,0.25,6.9,2.4,5.4,65.16666666666667
437,26.2,32,21.6,65,0,6.9,7.4,14.8,66.08333333333333
438,25.4,31.2,21.3,72,0.51,6.9,7.8,14.8,77.66666666666667
439,24.7,31.2,21.2,76,3.05,6.9,6.3,9.4,70.25
440,23.7,29.7,20.5,80,0.51,6.9,5,7.6,56.291666666666664
441,22.6,29.7,20.1,84,18.54,6.9,5.7,11.1,77.0
442,24.1,29,19.8,72,0,5.8,5.4,11.1,32.958333333333336
443,23.1,27.4,21.2,83,0,5.5,8.1,14.8,80.625
444,23.2,28.3,20.8,80,1.78,6.3,12,16.5,90.70833333333333
445,22.7,28.3,20.6,85,0.51,5.5,6.9,11.1,97.29166666666667
446,24.5,30.6,21.1,78,0.51,6.9,8.3,11.1,50.708333333333336
447,23.7,30.6,21.4,81,0,6.9,8.9,11.1,40.375
448,24.1,29,20.4,76,0,6.9,12.2,18.3,49.416666666666664
449,24.6,30.7,20.6,71,0,6.9,5.2,7.6,61.875
450,24.2,30.3,20.4,75,0,6.3,8.1,14.8,0.0
451,24.6,30.2,20.4,76,0,6.3,5.7,7.6,29.666666666666668
452,23.7,30.7,19.3,74,3.05,6.9,6.9,11.1,49.125
453,23.8,30.6,20.2,76,0,6.9,6.7,14.8,43.666666666666664
454,24,29.2,20.8,78,7.11,6.3,6.9,11.1,29.833333333333332
455,25.4,31.6,20.8,71,0,6.9,6.5,11.1,35.208333333333336
456,25.2,31.6,21.4,73,0,6.9,6.5,11.1,37.625
457,23.9,30,21.2,77,0,6.9,7.8,11.1,41.458333333333336
458,21.8,29.8,20,86,12.19,4.8,8.1,14.8,38.583333333333336
459,22.6,29,18.8,84,2.03,5.3,6.1,9.4,36.0
460,22.4,29,20.1,88,26.16,5.5,4.3,9.4,70.58333333333333
461,23.2,28.1,20.1,83,1.02,6.9,6.1,11.1,33.166666666666664
462,23.3,27.8,20.4,79,0,6.9,6.3,9.4,38.25
463,23.4,28,20.8,79,0,5.5,8.3,11.1,26.583333333333332
464,23.9,29.9,20,76,0,6.9,5,7.6,15.416666666666666
465,23.7,30.3,20.6,76,0.25,6.9,5.2,7.6,41.375
466,24,30.3,20.6,75,3.05,6.9,6.5,9.4,25.541666666666668
467,23.6,28.8,21,77,0,6.3,5.9,11.1,28.375
468,22.6,29.3,20.3,83,0.25,5.5,5.7,9.4,50.333333333333336
469,23.6,28.5,20.4,79,0,6.3,6.1,7.6,35.375
470,23.3,28.5,20.6,80,2.03,6.9,3.7,7.6,31.916666666666668
471,23.4,27.6,20,83,0,6.9,5.6,9.4,35.291666666666664
472,24.6,29.4,20.7,77,0,6.3,4.8,9.4,26.833333333333332
473,25.2,31.1,20.5,72,0,6.9,5.2,9.4,21.125
474,25.6,31.2,22.3,79,0.76,6.9,3.3,5.4,35.708333333333336
475,25.3,31.6,22.4,74,0,6.3,3.9,9.4,43.583333333333336
476,23.4,31.6,21,80,0.76,6.9,3.3,11.1,46.041666666666664
477,24.4,29.6,19.7,67,0,6.9,3.1,7.6,82.875
478,23.8,30.1,19.6,71,0,6.3,3.9,7.6,64.91666666666667
479,22.5,30.1,20.3,86,1.78,6.3,4.6,7.6,30.666666666666668
480,25.5,31,21.1,66,0.51,7.7,3.1,5.4,33.166666666666664
481,25.4,31,21.6,67,0,6.9,2.8,5.4,30.625
482,22.4,30.8,20,87,37.08,6,3,5.4,0.0
483,23,28.5,19.8,82,36.58,6.9,5.9,7.6,0.0
484,22.9,27.6,20.5,82,0,6.9,5.6,9.4,0.0
485,23.7,29.7,19.3,75,5.08,7.7,5.6,9.4,76.875
486,23.5,29.7,19.4,76,0,6.3,7.8,11.1,83.45833333333333
487,23.1,28,19.3,75,0,6.3,9.4,18.3,71.66666666666667
488,24.2,29.4,20.2,76,0,6.3,3.7,11.1,69.70833333333333
489,22.9,29.4,20.4,83,0,5.5,6.3,11.1,62.375
490,23.6,29.4,19.2,77,7.11,6.9,2.8,7.6,24.875
491,24.3,33.2,18.7,76,18.8,6.9,1.3,3.5,43.958333333333336
492,23.2,30.3,20,82,9.14,6.9,2.2,5.4,41.5
493,23.8,31.6,20.2,78,0.51,6,2.4,5.4,38.791666666666664
494,24.5,30,21,77,0.51,6.9,2,5.4,30.333333333333332
495,24.6,30,21.7,78,2.54,6.3,3.5,5.4,26.666666666666668
496,24.7,29.8,21.3,77,0.25,6.9,3.9,9.4,29.0
497,24.2,30.2,20.3,79,6.6,6.9,3.9,9.4,61.708333333333336
498,24,30.2,20.9,77,4.32,6.9,3.5,5.4,60.541666666666664
499,24.3,29.4,20.6,75,0,6.9,7.2,11.1,41.583333333333336
500,25.1,31,21.2,62,0,6.9,1.9,3.5,80.04166666666667
501,25.1,32.1,19.6,52,0,6.9,2.2,3.5,82.83333333333333
502,25.2,32.1,19.7,59,0,6.9,0.7,3.5,95.25
503,25.6,31.8,20.6,62,0,6.9,3.5,5.4,126.16666666666667
504,25.5,31.4,21.5,63,0,5.5,2,5.4,136.70833333333334
505,24.9,30.6,21.4,61,0,6.3,2,5.4,160.66666666666666
506,24.2,31.8,17.8,60,0,6.3,3.5,5.4,245.66666666666666
507,24.4,29.8,20,62,0,6.9,3,5.4,261.6666666666667
508,24.7,30.8,20.6,72,0,7.7,1.3,3.5,149.625
509,23.1,30.9,20,83,51.05,5.5,1.1,5.4,217.375
510,21.8,30.9,19.5,87,7.11,6.3,1.5,5.4,309.375
511,23.7,28.5,20.8,69,0,6.6,1.5,3.5,321.5416666666667
512,23,28.5,19.3,76,0,6.3,0.9,3.5,278.0
513,20.2,27.3,18.4,92,0,4,3.5,5.4,192.33333333333334
514,19.3,24.6,17,88,14.22,6.3,0.7,3.5,224.16666666666666
515,20.2,24.8,16.1,75,0,5.5,0.9,3.5,196.75
516,19.1,24.8,17.7,89,0,4,2,5.4,221.54166666666666
517,21.7,24.6,19.5,90,14.48,4,1.9,3.5,166.70833333333334
518,22,26.4,19.8,87,0.51,5.8,2.2,5.4,130.70833333333334
519,21.9,26.4,19.6,85,14.22,6.9,2,5.4,194.70833333333334
520,21.4,27.5,17.5,66,0,6.9,0.2,1.9,134.45833333333334
521,22.7,28.9,18.6,64,0,6.9,1.3,3.5,160.0
522,21.1,23.8,19.8,91,0,6.3,0.7,5.4,118.91666666666667
523,21,23.9,19.6,93,1.02,6.3,0.9,3.5,176.375
524,21.5,24.9,18.9,87,2.79,6.9,0.9,3.5,185.95833333333334
525,22.3,28.7,17.5,70,0,6.3,1.3,5.4,239.125
526,21.5,28.7,17,68,0,6.3,2.2,5.4,365.2916666666667
527,21.4,28.2,18.4,83,0.51,5.8,1.1,3.5,312.2083333333333
528,24.1,30.9,20.4,70,0,6.9,2,5.4,121.33333333333333
529,23.6,30.9,19.6,79,0,6.3,2.8,5.4,202.875
530,23.3,29.9,20,71,0,6.3,1.9,3.5,260.1666666666667
531,22.4,28.3,18.9,71,0,6.3,2.2,5.4,277.7083333333333
532,22.2,28.4,18.8,73,0,6.9,1.9,5.4,284.1666666666667
533,22.2,28.8,18.3,65,0,6.9,2.4,5.4,288.4166666666667
534,21.8,29.3,16.3,65,0,6.3,1.5,3.5,166.91666666666666
535,21.8,28.2,18.2,67,0,6,2.4,5.4,169.0
536,21.8,27.7,17.9,72,0,5.3,2.8,5.4,186.04166666666666
537,20.1,28.4,15.7,54,0,6,3,5.4,284.79583333333335
538,20.8,28.3,12.9,45,0,6.3,1.1,5.4,219.72083333333333
539,21.4,29,13.7,45,0,6.3,0.4,3.5,182.1875
540,21,28.7,17,65,0,6.3,3.1,5.4,154.03750000000002
541,20.4,27.6,16.2,61,0,5.5,1.3,5.4,223.20833333333334
542,20.7,28.4,15.1,47,0,6.3,0.9,3.5,200.64583333333337
543,20.3,28.5,15.7,51,0,6.3,0.7,3.5,285.22499999999997
544,21.1,27.2,15,51,0,6.3,3.5,5.4,236.82499999999996
545,20.6,28.2,15.2,58,0,6.3,3.1,5.4,276.90833333333336
546,21.4,28.4,17.8,73,0.51,4.8,3,5.4,108.0
547,21.2,25.9,19.4,88,0.51,4,1.3,3.5,107.625
548,22.6,27.4,19,78,4.32,5.3,2.8,7.6,125.89166666666667
549,22.9,29.2,18.5,70,0,5.5,2.6,7.6,181.01250000000005
550,23.1,28.9,18.9,68,0,6.3,0.9,3.5,152.55416666666667
551,23.4,29.3,19,66,0,4.8,1.1,3.5,152.32083333333335
552,23.1,30.7,16.4,43,0,6.3,1.5,5.4,319.7375
553,23.3,31.4,16.4,36,0,6.9,0.9,3.5,332.7083333333333
554,23.7,31.9,16.3,35,0,6.9,0.9,3.5,279.59999999999997
555,23.6,32.2,16.2,44,0,6.3,1.5,5.4,179.11666666666667
556,23.2,31.2,17.3,61,0,5.6,1.1,3.5,54.791666666666664
557,25.2,30.5,19.2,50,0,6.9,1.5,37,93.375
558,24.3,31.7,18.6,50,0,6.3,0.4,3.5,103.0
559,24.8,31.9,19.5,49,0,5.5,2.4,3.5,132.20833333333334
560,24,32.1,19,48,0,6.3,2.2,5.4,127.70833333333333
561,23.1,31.2,17.3,54,0,6.6,2.8,5.4,109.33333333333333
562,24.8,29.9,18,44,0,6.9,1.3,3.5,56.458333333333336
563,26.2,32.5,19.6,50,0,6.9,1.9,3.5,135.83333333333334
564,26.9,33.2,20.2,50,0,7.4,0.6,3.5,122.5
565,26.4,33.4,22.3,59,0,5.5,3,5.4,69.66666666666667
566,24.9,33.5,20.5,58,0,6.3,2.4,5.4,79.83333333333333
567,24.9,31.3,18.7,51,0,6.9,2.4,5.4,62.708333333333336
568,24.6,30.7,18.9,55,0,6.9,2.8,5.4,21.208333333333332
569,24.6,31.5,19.7,52,0,6.9,2.8,5.4,1.9166666666666667
570,25.3,31.7,19.6,49,0,6.3,3.1,5.4,1.8333333333333333
571,25.4,33.4,18.7,46,0,6.9,1.9,3.5,105.83333333333333
572,25.7,33.2,18.8,43,0,6.3,1.5,5.4,117.58333333333333
573,26.7,34.3,19.5,44,0,6.9,0.6,3.5,122.70833333333333
574,27.8,35.4,22.7,57,0,6.3,2.4,5.4,111.95833333333333
575,28.3,34.3,24.4,58,0,5.5,3.9,7.6,59.208333333333336
576,26.2,34.4,22.4,66,0,6.3,2.2,3.5,77.20833333333333
577,29,35.2,23.3,46,0,7.4,3.1,3.5,98.70833333333333
578,28.8,35.4,23.5,41,0,6.9,0.4,3.5,123.70833333333333
579,29.2,36,24.7,45,0,6.9,1.1,3.5,64.79166666666667
580,27.8,35.8,22.8,40,0,6.9,3,5.4,52.333333333333336
581,27.7,35,21.2,33,0,6.9,1.3,3.5,52.041666666666664
582,27.8,35.1,20.7,33,0,6.9,2.8,5.4,128.33333333333334
583,28,35,23,44,0,6.9,1.3,3.5,0.0
584,28.3,34.8,23.2,43,0,7.7,0.4,3.5,23.208333333333332
585,28.4,35.3,23.5,46,0,6.9,1.1,3.5,15.166666666666666
586,28.6,35.5,23.8,46,0,6.9,2.2,5.4,21.25
587,29,35.4,24.3,53,0,7.4,1.9,5.4,81.83333333333333
588,28.6,35.3,24.5,55,0,6.9,2.8,3.5,117.75
589,30.4,37.2,25.1,50,0,6.9,2.8,7.6,84.5
590,31.2,37,25.4,45,0,6.9,2.2,7.6,46.916666666666664
591,30.7,37.4,25.8,49,0,7.7,3,5.4,104.625
592,29.8,36.6,24.6,51,0,6.9,2.4,5.4,110.875
593,30.4,36.8,24.8,49,0,6.9,2.8,5.4,42.958333333333336
594,30.3,37,24.3,46,0,6.9,3.1,7.6,0.0
595,29,37.1,22.8,48,0,7.7,1.5,5.4,79.91666666666667
596,29.6,35.5,23.4,39,0,6.9,2.2,7.6,0.0
597,30.5,36.6,24.4,41,0,6.9,1.3,3.5,94.75
598,29.3,37.3,24.7,51,0,6.9,3,5.4,142.5
599,29.8,36.6,24.5,47,0,7.7,2.2,3.5,133.375
600,27.2,34.6,21,62,46.48,6.3,0.7,5.4,147.83333333333334
601,25.6,33.7,21.4,72,0,6.3,3.1,9.4,158.29166666666666
602,27.4,34,21,58,4.83,6.9,0.4,3.5,149.58333333333334
603,28.3,34.6,22.3,57,1.78,6.9,0.2,1.9,101.5
604,28.9,34.6,23.5,58,0,6.9,0.9,3.5,106.5
605,24.6,28.9,20,78,30.23,6.9,3.9,5.4,101.95833333333333
606,25.3,30,19.6,78,34.29,6.9,5.6,9.4,98.41666666666667
607,26.1,32.2,20.9,70,0,6.6,5,7.6,94.375
608,27.6,34,22.8,63,0,6.9,4.8,7.6,107.625
609,27.9,33.2,22.2,63,0,6.9,3.7,7.6,110.41666666666667
610,25.3,31.2,22.2,76,0,6.9,3.9,7.6,72.25
611,24.4,33.3,21,82,20.32,6.9,3.9,5.4,45.375
612,25.5,30.2,21,78,0,6.9,3.9,7.6,65.16666666666667
613,25.7,31.4,21.6,79,47.75,6.9,3.5,5.4,66.08333333333333
614,24.5,30.9,22,81,0,6.3,5.2,7.6,77.66666666666667
615,24.6,30.4,21.4,77,5.08,7.7,5.2,7.6,70.25
616,22.5,29.6,20.6,86,1.02,6.9,5.6,7.6,56.291666666666664
617,23.6,27.7,20.1,75,15.75,6.9,5.6,11.1,77.0
618,23.7,29.2,20.7,74,1.02,6.9,4.6,11.1,32.958333333333336
619,23.7,28.2,20.8,78,1.27,6.9,4.1,7.6,80.625
620,23.3,29.9,20,82,1.27,6.3,5,7.6,90.70833333333333
621,22.7,28.5,20.4,82,3.3,6.9,4.6,7.6,97.29166666666667
622,21.2,27.5,19.3,85,8.89,6.3,5.9,7.6,50.708333333333336
623,23.3,26.5,19.7,78,0,6.9,5.6,7.6,40.375
624,23.2,27.6,20.2,80,0,6.3,8.3,11.1,61.875
625,23.8,28.2,19.9,76,0.76,6.9,8.1,11.1,0.0
626,23.6,28.8,20.2,78,0,6.3,9.1,11.1,29.666666666666668
627,23.6,26.7,20.3,78,7.11,6.3,8.7,11.1,49.125
628,22.7,27.4,20.6,85,0,5.5,8.1,11.1,43.666666666666664
629,23.8,28.1,20.1,71,0,7.4,10.9,18.3,35.208333333333336
630,25,29.5,19.7,70,0,6.9,6.1,11.1,37.625
631,22.9,28.3,20,77,0,6.3,4.1,7.6,38.583333333333336
632,22.6,28.4,20.1,81,3.3,6.3,5,7.6,36.0
633,21.9,27.7,19.6,82,23.11,7.7,5.7,11.1,70.58333333333333
634,23.9,29,20.4,81,0,6.9,4.6,9.4,33.166666666666664
635,23.3,30.3,20.1,84,32.51,6.3,3.1,5.4,38.25
636,24.1,29.1,20.7,82,24.89,6.3,3.3,7.6,26.583333333333332
637,22.4,26,19.4,82,10.41,6.9,6.1,7.6,15.416666666666666
638,22.2,27,19.8,78,0,6.3,7.4,11.1,41.375
639,22.9,27.2,19.3,71,0,8.5,8.3,11.1,25.541666666666668
640,23.8,27.8,20.5,73,0,7.7,6.7,11.1,31.916666666666668
641,23.5,28.8,19.5,74,4.32,7.7,5.9,9.4,21.125
642,23.9,29,20.3,71,0.25,6.9,6.7,9.4,35.708333333333336
643,24.4,30.2,20.4,71,0,6.9,5,9.4,43.583333333333336
644,24.3,30.1,20.4,74,1.78,6.9,4.1,5.4,46.041666666666664
645,23.1,29.3,21,77,15.24,6.3,4.1,7.6,82.875
646,23.3,28.7,21.2,79,0.25,6.9,5,7.6,30.666666666666668
647,22.4,27.2,20.4,87,0.25,5.5,5.4,7.6,34.416666666666664
648,23.2,26.6,20,82,2.79,7.4,5,7.6,33.166666666666664
649,22.6,26.7,20.6,82,0,6.3,5.2,7.6,30.625
650,23.7,27.2,20.4,75,0,6.9,6.1,11.1,30.333333333333332
651,23.1,27.2,18.8,69,0.51,7.7,4.3,5.4,0.0
652,23.9,28.6,19.3,67,0,6.9,5,7.6,0.0
653,23.6,26.5,20.5,75,0,6.3,5.2,7.6,76.875
654,22.9,28.6,20.5,79,0.51,6.3,5.6,9.4,71.66666666666667
655,24.4,29,19.8,68,0,6.9,6.3,11.1,69.70833333333333
656,23.2,30.6,19.7,71,0,6.9,6.7,9.4,62.375
657,22.7,27.4,20.2,76,0.25,6.9,7.4,11.1,24.875
658,22.6,25.8,19.8,79,0.25,5.5,5,9.4,43.958333333333336
659,24.1,28,20.5,76,0,6.9,5,7.6,41.5
660,24.3,28.6,20.9,75,0,7.4,6.9,11.1,38.791666666666664
661,23.2,29.7,19.6,72,0,6.3,4.6,7.6,30.333333333333332
662,23.6,29.5,18.8,68,0,6.3,3.7,7.6,26.666666666666668
663,25.3,30.7,20.3,64,0,5.5,3.5,5.4,29.0
664,24.6,31.6,19.7,60,0,6.3,3,5.4,61.708333333333336
665,24.6,30.6,19.8,65,0,6.3,5.2,7.6,60.541666666666664
666,23.6,29.3,20.1,72,2.54,5.3,1.5,3.5,80.04166666666667
667,24.8,29,21,59,0,6.9,1.3,3.5,82.83333333333333
668,23.9,30.6,19.4,54,0,6.9,1.9,3.5,95.25
669,25,31.2,18.7,48,0,6.9,0.9,3.5,126.16666666666667
670,24.6,31.1,19.1,50,0,6.9,1.5,3.5,136.70833333333334
671,24.9,31.2,19.1,50,0,6.3,2.8,3.5,160.66666666666666
672,24.8,31.3,19.8,49,0,6.3,0.9,3.5,245.66666666666666
673,24.2,31,18.4,52,0,6.9,0.7,5.4,261.6666666666667
674,25.2,30.8,19.4,45,0,7.4,1.1,3.5,272.4166666666667
675,24.1,29.1,20.1,66,1.52,6.3,2.2,3.5,217.375
676,25.2,30,20.9,61,0,6.9,2.6,7.6,309.375
677,24,31.5,18.7,49,0,6.9,2.2,3.5,321.5416666666667
678,23.4,30.6,18.8,48,0,6.9,3,7.6,278.0
679,22.5,30.3,17.7,49,0,6.9,2.8,7.6,192.33333333333334
680,24.1,30.9,20.4,68,0,5.5,4.3,5.4,196.75
681,24.6,30.1,20.3,61,0,6.9,2.6,7.6,221.54166666666666
682,24.3,30.4,19.6,65,0,6.9,3.7,7.6,210.54166666666666
683,23.3,29.7,18.4,57,0,6.9,3.1,5.4,130.70833333333334
684,22.9,30.5,18.1,47,0,6.9,3.5,5.4,194.70833333333334
685,22.9,31,16.6,40,0,7.7,2.8,3.5,250.875
686,23.4,31.5,15.9,33,0,7.4,2.2,5.4,110.0
687,22.6,31.5,15,39,0,6.9,0.9,3.5,160.0
688,23,32.5,14.2,39,0,6.3,1.3,3.5,217.91666666666666
689,21,26.9,18,86,5.08,5.5,2,5.4,176.375
690,21.1,26.9,18.9,88,4.32,6.3,4.1,5.4,185.95833333333334
691,22.1,28,15,59,0,6.3,2.4,5.4,239.125
692,22.8,29,18.4,61,0,6.6,1.9,5.4,365.2916666666667
693,22.6,29.5,16.2,42,0,6.9,1.9,3.5,312.2083333333333
694,18.9,25,17.7,97,60.71,4,4.3,5.4,121.33333333333333
695,20.3,22,18.6,90,4.32,4,3.9,5.4,202.875
696,21.8,26.5,17.9,70,0,6.3,3.7,7.6,260.1666666666667
697,22,28.9,16.7,57,0,6.3,2.8,5.4,277.7083333333333
698,21.8,29.4,15.6,67,0,6.9,3.5,5.4,284.1666666666667
699,22.6,29,17.7,63,0,5.8,1.3,3.5,288.4166666666667
700,20.6,30.5,14.7,62,0,6,2.2,3.5,166.91666666666666
