,Avg_temp,Max_temp,Min_temp,Avg_relative_humidity(%),Total_rainfall_snowmelt(mm),Avg_visibility,Avg_wind_speed,Max_sustained_wind_speed,PM2.5
701,21.8,29,14.8,46,0,5.8,1.5,3.5,169.0
702,21.5,30.4,14.9,42,0,6,3,5.4,186.04166666666666
703,21,27.6,14.6,61,0,6,2.2,3.5,284.79583333333335
704,21.6,27.7,17,59,0,6.8,2,3.5,219.72083333333333
705,22.3,29,16.1,48,0,6.9,2.8,3.5,182.1875
706,20.9,29,16,66,0,5.5,2.2,3.5,154.03750000000002
707,20.9,27.8,16,62,0,6.3,3,5.4,223.20833333333334
708,21,28.5,15,58,0,6.8,3,5.4,200.64583333333337
709,21.2,28,16.9,66,0,5.5,2.2,3.5,285.22499999999997
710,20.7,28.3,17.2,61,0,6.3,2.2,3.5,236.82499999999996
711,20.7,27.2,15.5,61,0,6.3,3.3,5.4,276.90833333333336
712,20.4,28.2,15.8,64,0,6.3,2.8,7.6,108.0
713,21.7,27.6,15.3,64,0,6.3,3.5,5.4,107.625
714,21.7,28.9,18.5,68,0,6.3,5.2,11.1,125.89166666666667
715,22.6,30.3,16.7,52,0,6.3,3.1,5.4,181.01250000000005
716,22.1,26,19.7,79,0.25,6.3,3.5,5.4,152.32083333333335
717,23.9,31.7,18.2,54,0,6.9,2.8,7.6,319.7375
718,23.1,32,16,46,0,6.9,3.3,3.5,332.7083333333333
719,23.5,31.5,16.4,40,0,7.7,3.1,3.5,279.59999999999997
720,22.7,31.7,16.7,50,0,6.9,3.1,5.4,179.11666666666667
721,23.9,30.9,16.1,36,0,6.9,3.1,5.4,54.791666666666664
722,23.8,32.2,16.6,37,0,6.3,3,7.6,93.375
723,23.4,32,15.8,35,0,6.9,3.1,5.4,103.0
724,22.1,29.6,15.8,54,0,6.9,4.3,5.4,132.20833333333334
725,22.6,28.8,17.4,61,0,6.3,3.5,5.4,127.70833333333333
726,23.1,29,17.3,45,0,6.9,3.9,5.4,109.33333333333333
727,23.7,31.2,16.8,42,0,6.9,1.5,5.4,56.458333333333336
728,24.6,31.8,17.7,38,0,6.3,1.9,3.5,135.83333333333334
729,25.9,33.4,19.3,41,0,6.3,2.4,5.4,122.5
730,26.7,35.5,19,31,0,5.5,1.9,3.5,69.66666666666667
731,25.8,34.9,20,41,0,6.9,3.3,5.4,79.83333333333333
732,24.3,33.3,19.1,36,0,6.9,4.3,9.4,62.708333333333336
733,24.2,32.5,16.9,29,0,6.9,3.3,7.6,21.208333333333332
734,24.4,32,15.7,33,0,6.9,3.9,5.4,1.9166666666666667
735,25.8,32,18.2,43,0,6.9,3,5.4,1.8333333333333333
736,25.6,33.8,21.1,62,36.83,6.9,0.4,3.5,117.58333333333333
737,26.7,32.5,21.2,54,0,6.9,2.8,5.4,122.70833333333333
738,25.2,34,22,67,2.54,6.9,3.1,5.4,59.208333333333336
739,25.3,30.4,20.8,57,0,6.9,3.9,7.6,77.20833333333333
740,28,35,22.4,45,0,6.9,3.1,5.4,98.70833333333333
741,28,36,23.2,48,0,6.9,3,5.4,123.70833333333333
742,27.4,34.8,22.4,49,0,6.9,2.4,3.5,64.79166666666667
743,28.1,35.6,20.6,25,0,6.9,1.9,3.5,52.333333333333336
744,28.6,37.2,21.6,28,0,6.9,2.8,5.4,52.041666666666664
745,28.3,36.1,21.2,28,0,6.9,2.4,5.4,128.33333333333334
746,29.2,35.4,22.1,30,0,6.9,2.8,5.4,0.0
747,28.6,35.8,22.5,34,0,6.9,2.8,5.4,23.208333333333332
748,28.9,36.3,21.9,40,0,6.9,3.1,3.5,15.166666666666666
749,29.4,35.6,23.5,39,0,6.9,3.9,5.4,21.25
750,28.6,35.5,22.5,49,0.51,6.9,3,5.4,81.83333333333333
751,30.1,36,24.5,39,0,6.9,3.5,5.4,105.33333333333333
752,29.4,36.5,24.4,43,0,8.5,3.5,3.5,117.75
753,29.3,37,24,31,0,6.9,1.9,3.5,84.5
754,28.8,36.5,23.2,36,0,6.9,4.1,7.6,46.916666666666664
755,29,35.6,22.6,38,0,6.9,3.9,5.4,104.625
756,28.9,35.6,23.5,53,0,6.9,4.1,5.4,110.875
757,26.6,35.7,23,65,0,6.9,4.3,7.6,42.958333333333336
758,26.9,35.2,21.7,60,1.02,6.3,4.4,5.4,0.0
759,28.7,37,22.5,47,1.02,6.9,1.3,3.5,79.91666666666667
760,29.1,35.6,24,48,0,6.9,3,5.4,0.0
761,26.8,35.6,20.5,48,0,6.9,3.9,9.4,94.75
762,27.6,35.1,22.3,49,0,6.9,3.3,7.6,142.5
763,28.2,34.2,23.3,51,0,6.9,2.8,3.5,133.375
764,26.9,37,20.8,59,0,6.9,2.8,3.5,158.29166666666666
765,28.1,33,23.7,60,0,6.9,2,5.4,101.5
766,27.1,33.8,22.5,63,0,6.9,5,7.6,106.5
767,27.1,35,21.8,58,2.54,6.3,6.9,18.3,128.125
768,26.2,35.5,19.4,67,20.07,6.9,4.3,7.6,101.95833333333333
769,26.8,33.7,20.2,61,0,6.9,4.8,9.4,98.41666666666667
770,26.1,35.1,19.9,70,40.89,6.9,4.6,7.6,94.375
771,27.6,34,21.9,67,0,8.5,4.3,7.6,107.625
772,26.2,33.3,21,75,0,6.9,6.1,9.4,110.41666666666667
773,23.1,33.1,20,84,83.31,6.3,5,7.6,95.83333333333333
774,24.9,31.2,20.8,74,0.51,6.9,6.3,9.4,72.25
775,26.1,31.5,20.8,69,0,6.9,4.4,5.4,38.666666666666664
776,26.4,32.1,21.8,70,0,6.9,6.3,9.4,45.375
777,25.7,32.4,22,70,0,6.9,6.3,7.6,65.16666666666667
778,25,29.6,21.5,67,0,6.9,7.4,9.4,77.66666666666667
779,23.4,29.6,21.1,77,0,6.9,8.1,14.8,70.25
780,24.2,27.5,20.7,78,1.02,6.9,7.2,9.4,56.291666666666664
781,25.8,29.7,22,66,1.02,6.9,7.4,11.1,77.0
782,25.1,31.2,21.5,67,0,6.9,7,9.4,32.958333333333336
783,23.4,29,20,76,3.56,6.9,5.2,9.4,80.625
784,24.2,28,21,83,0,6.9,5.7,7.6,90.70833333333333
785,24.6,29,20.8,75,0.25,6.9,7.8,9.4,97.29166666666667
786,24.2,29,20.4,71,0,7.4,11.9,18.3,40.375
787,23.6,29.5,20.4,73,361.19,7.4,10.9,14.8,49.416666666666664
788,25.2,29.7,20.5,66,0,6.9,7.2,11.1,0.0
789,23.2,29.3,20.5,79,6.1,6.9,3.9,5.4,49.125
790,23.2,27.4,20.4,78,2.54,6.9,4.4,7.6,43.666666666666664
791,24.4,28.2,20.2,68,0,6.9,5,9.4,29.833333333333332
792,22.9,28.5,20,75,1.52,7.4,7.6,51.9,35.208333333333336
793,22.9,27,20,73,0,6.9,9.4,14.8,37.625
794,23.5,26.7,20.6,66,9.4,6.9,9.1,11.1,36.0
795,23.8,28.7,19.7,74,0.76,6.9,8.1,11.1,70.58333333333333
796,25.4,30.5,20.5,64,0,6.9,9.1,14.8,38.25
797,24.9,30.7,22,75,1.27,5.8,3,7.6,15.416666666666666
798,25.2,30.5,21.4,67,8.38,6.9,4.8,11.1,41.375
799,25,31.5,21.6,69,1.78,6.9,5.7,9.4,25.541666666666668
800,24.3,31.2,20.3,72,0,6.9,8.9,14.8,28.375
801,25.7,30.2,21.2,65,0,6.3,7.2,11.1,50.333333333333336
802,23.8,31.3,21.5,79,1.02,6.9,5.6,11.1,31.916666666666668
803,23.3,27.6,21.2,75,0,6.3,2.8,5.4,35.291666666666664
804,24.8,27.6,21.6,67,0,6.9,1.9,5.4,26.833333333333332
805,22.3,28.3,19.2,84,128.78,6.9,2.2,7.6,21.125
806,22.6,28.9,20.3,84,5.33,6.3,6.7,14.8,35.708333333333336
807,22.3,28.6,20.3,86,13.21,6.9,8.1,11.1,43.583333333333336
808,23.6,27,20.3,78,3.3,6.9,7,9.4,46.041666666666664
809,22.8,26.8,20.5,86,31.75,4.8,6.3,9.4,82.875
810,23.8,28,20.8,77,0,6.9,9.1,11.1,64.91666666666667
811,22.3,28.5,21,89,0.25,4.8,7.6,14.8,30.666666666666668
812,23.7,30.6,19.8,84,71.88,6.3,4.1,7.6,33.166666666666664
813,22.6,27.8,20.8,92,33.02,4.8,1.9,5.4,30.625
814,23.2,27.3,19.9,87,21.84,5.5,3.7,7.6,30.333333333333332
815,24.1,28.5,21.3,83,6.6,6.3,1.9,3.5,0.0
816,23.9,30,20.5,82,1.27,6.3,2,11.1,0.0
817,23.6,28.2,20,82,68.33,6.8,2,5.4,0.0
818,25.3,31,22.2,72,0,6.9,4.6,7.6,76.875
819,23.7,31.1,21,78,2.29,6.9,6.3,7.6,71.66666666666667
820,23.1,27.2,20.4,75,0,6.3,11.7,14.8,69.70833333333333
821,23.2,27.7,19.4,68,0,6.9,10.9,18.3,62.375
822,22.8,28.5,19.3,80,0,6.3,10,14.8,24.875
823,22.8,29,19.4,81,54.36,6.3,3.3,5.4,43.958333333333336
824,23.8,27.2,20.6,78,9.14,6.9,3.9,9.4,41.5
825,21.9,28.1,20,91,55.88,5.5,4.1,7.6,38.791666666666664
826,23.1,27.4,20.7,85,0.51,6.3,4.3,7.6,30.333333333333332
827,23.3,28.4,19.4,82,45.97,6.3,3.1,5.4,26.666666666666668
828,24.9,28,20.6,74,0,6.9,4.3,7.6,29.0
829,23.7,29,21.2,84,14.48,5.5,1.1,5.4,61.708333333333336
830,24.6,28.8,21.3,80,48.01,6.9,3,7.6,60.541666666666664
831,24.8,29,21.5,80,2.03,6.6,3.1,37,41.583333333333336
832,22.9,27.5,20.5,87,68.07,5.3,2.4,5.4,80.04166666666667
833,22.1,27.6,19.8,93,34.04,3.7,1.9,9.4,82.83333333333333
834,22.3,25.6,19.6,85,40.39,5.3,6.5,7.6,95.25
835,23.7,29,20.1,67,0,6,1.3,3.5,126.16666666666667
836,24.4,29.8,20.4,67,0,6.3,3.1,7.6,136.70833333333334
837,24.8,30.6,20.4,66,0,6.3,3.1,7.6,160.66666666666666
838,25.2,31.3,20.8,64,0,6.3,2.4,5.4,245.66666666666666
839,23.7,29.6,21,68,0,7.7,2.4,5.4,261.6666666666667
840,23.9,28.8,20.2,68,0,6.9,2,5.4,272.4166666666667
841,22.2,26.7,19.4,71,0,6.9,5.6,7.6,149.625
842,21.7,25,19.9,78,0,6.9,5,7.6,99.70833333333333
843,22.9,26.6,18.8,66,0.25,6.9,3.7,7.6,217.375
844,23.2,27.8,19.3,66,0,6.9,3.1,7.6,309.375
845,21.5,25.6,19.2,87,1.52,6.9,3,5.4,321.5416666666667
846,22,26,18.3,80,13.46,6.9,2.2,7.6,278.0
847,22.5,27.2,18.6,64,0,6.3,3.9,5.4,192.33333333333334
848,23.6,28.2,19.3,65,0,6.3,4.1,7.6,224.16666666666666
849,23.5,29.1,19.4,74,0,6.9,0.9,5.4,196.75
850,24.4,28.7,21,74,0,6.3,2,7.6,221.54166666666666
851,24.1,30,20.5,71,0,6.3,2.8,5.4,166.70833333333334
852,24.2,29,20.7,70,0,6.3,3.5,5.4,130.70833333333334
853,23.8,29.6,20.2,70,0,6.3,3.9,5.4,194.70833333333334
854,22.7,30,18.6,65,0,5.8,5,7.6,134.45833333333334
855,22.2,28,17.4,76,0,6,4.1,5.4,110.0
856,22.4,26.8,19.2,78,0,6,5,11.1,160.0
857,19.8,24.7,19,95,10.67,4,7,9.4,118.91666666666667
858,19.8,21.6,18.2,88,8.89,4.8,7,9.4,176.375
859,20.8,23.6,18.3,82,0,6.9,4.6,9.4,185.95833333333334
860,22.8,29.2,18.5,63,0,6.3,3.1,7.6,239.125
861,22.6,29.7,15.9,47,0,6.3,0.7,5.4,365.2916666666667
862,22.7,28.1,19.6,72,0,4.2,1.1,5.4,121.33333333333333
863,22.6,28.5,18.4,63,0,6,4.6,9.4,202.875
864,22.2,29.3,17.1,66,0,6,5.7,7.6,260.1666666666667
865,21,26,15.3,63,0,6.3,6.7,9.4,277.7083333333333
866,22.1,28,17.2,58,0,6.3,3.1,5.4,284.1666666666667
867,22,28.8,16,56,0,6.3,4.3,7.6,288.4166666666667
868,20.4,28.5,16.6,72,0,6,0.9,3.5,166.91666666666666
869,21.6,28,16.2,57,0,6.3,4.8,7.6,169.0
870,20.6,29.2,15.5,57,0,5.8,4.6,5.4,186.04166666666666
871,22.2,28.4,16.6,53,0,7.7,0.9,5.4,284.79583333333335
872,22.2,29,18.4,62,0,6,3.9,5.4,182.1875
873,20.4,27.2,15.2,52,0,6.3,4.1,7.6,154.03750000000002
874,20.1,27.2,14.8,50,0,6.9,6.5,7.6,223.20833333333334
875,21.2,26.6,15.5,59,0,6.3,6.7,9.4,200.64583333333337
876,23.4,30.6,17.6,48,0,6.3,4.1,5.4,285.22499999999997
877,23.3,31,16.3,42,0,5.8,2.8,11.1,236.82499999999996
878,22.4,30.7,16.3,49,0,6.3,3.3,7.6,276.90833333333336
879,20.7,28.7,14.3,48,0,6.9,7.2,9.4,108.0
880,20.4,28,14.2,45,0,6.3,4.6,7.6,107.625
881,20.9,28.5,14.3,46,0,6.3,4.1,7.6,125.89166666666667
882,22.7,29.1,17.1,48,0,6.3,2,5.4,181.01250000000005
883,21.9,29.8,16.2,44,0,6.3,2.6,7.6,152.55416666666667
884,21.3,29,16,53,0,6.9,4.4,11.1,152.32083333333335
885,21.4,29.2,15,42,0,6.9,5.2,9.4,319.7375
886,21.9,29.6,13.2,26,0,6.9,3.1,7.6,332.7083333333333
887,22.6,30.4,15.9,30,0,8.5,5.4,9.4,279.59999999999997
888,21.7,30.1,15.8,32,0,6.9,6.3,11.1,179.11666666666667
889,23.3,32.3,20.2,67,0.51,6.3,3,5.4,54.791666666666664
890,23.3,30,19.2,54,0,6.9,2.4,5.4,93.375
891,24.4,30.2,19.7,61,0,6.9,1.5,5.4,103.0
892,23.5,30.2,18.5,49,0,6.3,5,11.1,132.20833333333334
893,23.3,29.9,17.9,58,0,6.9,5.6,7.6,127.70833333333333
894,23.4,30.7,17.4,60,0,6.3,5.7,7.6,109.33333333333333
895,24.3,32.1,16.8,34,0,6.3,5,9.4,56.458333333333336
896,22.8,32.2,17.4,39,0,6.9,7.4,18.3,135.83333333333334
897,24.2,31.5,17.5,31,0,6.9,5.4,11.1,122.5
898,24.7,31.2,17.3,34,0,7.4,6.9,11.1,69.66666666666667
899,25,32,17.8,34,0,6.9,3.9,5.4,79.83333333333333
900,25.2,32.7,18.2,28,0,6.9,5.9,11.1,62.708333333333336
901,25.2,33.2,18.2,26,0,6.9,5.2,7.6,21.208333333333332
902,25.5,32.5,18.3,25,0,6.9,4.8,7.6,1.9166666666666667
903,25.7,33.2,17.5,21,0,6.9,2.4,5.4,1.8333333333333333
904,25.5,34.6,16.5,29,0,7.7,7,11.1,105.83333333333333
905,25.4,33.5,18.5,25,0,6.9,5.7,9.4,117.58333333333333
906,26.2,33.3,17.8,27,0,6.9,5.9,7.6,122.70833333333333
907,25.8,32.5,20.1,57,0,6.9,4.1,7.6,111.95833333333333
908,26.5,31.6,22.4,50,0,6.9,4.8,11.1,59.208333333333336
909,25.8,32.1,21.6,60,0,6.9,4.6,11.1,77.20833333333333
910,25.6,31,19.6,39,0,7.4,2.8,48.2,98.70833333333333
911,26.7,33.8,19.5,37,0,6.9,2.4,5.4,123.70833333333333
912,27.4,33.7,21.4,44,0,6.9,2.2,3.5,64.79166666666667
913,27.3,33.4,21.7,43,0,7.7,3.9,7.6,52.333333333333336
914,27.1,34.1,20.8,34,0,6.9,3.3,7.6,52.041666666666664
915,27.4,34.4,21.5,42,0,6.9,3.3,5.4,128.33333333333334
916,25.9,34.8,21.1,60,3.3,6.3,4.1,9.4,0.0
917,27.6,33.2,21.2,54,0,6.9,2,7.6,23.208333333333332
918,24.7,33.5,20.6,72,0,6.9,2.2,5.4,15.166666666666666
919,26.1,33.1,19.8,55,13.72,7.4,0.7,3.5,21.25
920,26.7,33.5,21.6,51,0,8.5,3.1,5.4,81.83333333333333
921,26.4,32.6,21,47,0,6.9,5,7.6,105.33333333333333
922,26.2,32.7,21,49,0,6.9,5.2,7.6,117.75
923,27.6,33.5,21.7,51,0,6.9,5.9,11.1,84.5
924,28.3,34,23.1,50,0,6.9,5.2,7.6,46.916666666666664
925,28.2,34.6,23.9,52,0,7.7,3.9,7.6,104.625
926,27.9,34.8,23.9,63,1.02,6.9,2,7.6,110.875
927,25.5,34,22.8,63,17.02,6.9,1.1,5.4,42.958333333333336
928,28.2,34.8,22.2,51,0,7.4,1.1,3.5,0.0
929,26.6,34,22.2,63,3.81,6.9,3.1,7.6,120.875
930,27.2,34.4,22.8,62,0.51,6.9,4.1,5.4,79.91666666666667
931,28.3,34.7,22,51,0.51,9.2,2.8,9.4,0.0
932,26.9,35.2,21.4,64,5.59,6.3,5,11.1,94.75
933,26.5,33,23.3,73,0,7.7,4.8,9.4,142.5
934,25.9,34,20,72,0.76,6.9,3,9.4,133.375
935,27.8,33.5,23.4,57,0,6.9,3.9,7.6,147.83333333333334
936,25.9,33.5,22.8,70,0,6.9,3.7,9.4,158.29166666666666
937,27.2,32.8,21.8,59,0,6.9,4.1,9.4,149.58333333333334
938,24.9,32,21.5,74,0,7.4,1.1,37,101.5
939,23.8,32,21,78,17.78,6.9,1.9,5.4,106.5
940,24.8,31.4,20.6,63,16.51,6.3,0.9,3.5,128.125
941,25.2,32.4,20.5,65,8.64,6.9,2.6,9.4,98.41666666666667
942,24.1,32.4,21.5,77,0,6.3,3.1,11.1,94.375
943,23.5,32,21.4,89,33.02,6.3,4.1,7.6,107.625
944,25,29.8,21.1,78,3.05,5.5,2.4,5.4,110.41666666666667
945,26,30.8,22.2,71,0,6.9,2.2,5.4,95.83333333333333
946,25.6,29.7,20.9,77,10.41,7.7,6.7,9.4,72.25
947,24.4,30.3,21.8,83,0,6.6,3.5,5.4,38.666666666666664
948,23.8,31,20.9,81,1.52,5.5,3.9,7.6,45.375
949,23.7,29.8,20.8,83,1.78,6.9,6.5,7.6,65.16666666666667
950,23.9,30.1,21.7,79,0,6.9,12,14.8,66.08333333333333
951,23.3,29,21.2,83,0,6.3,11.9,16.5,77.66666666666667
952,22,25.8,20.7,86,3.81,6.6,12.8,14.8,70.25
953,24.1,28.3,20.8,77,4.06,6.3,11.3,14.8,56.291666666666664
954,23.2,27.9,21,84,4.06,6.3,7.8,11.1,77.0
955,23.8,29.6,20.5,77,16,6.9,6.5,9.4,32.958333333333336
956,23.8,28.9,20.1,74,0,6.9,12.8,14.8,80.625
957,23.4,29.1,20.7,78,0,6.9,12.6,14.8,90.70833333333333
958,23.5,28,20.9,79,0,6.9,9.1,11.1,97.29166666666667
959,23.5,27.8,20.1,77,0,6.9,8.3,11.1,50.708333333333336
960,23.1,28.1,20.2,75,0,6.9,11.9,16.5,40.375
961,21.9,28,20.1,86,5.08,6.9,10,14.8,49.416666666666664
962,24.2,29.5,20.6,75,0,6.9,9.4,14.8,61.875
963,24.4,30.2,20.7,68,0.51,6.9,8.1,11.1,29.666666666666668
964,22.9,26.3,20.5,82,0,6.9,11.3,16.5,49.125
965,22.4,26.4,20.3,86,0,8,6.7,9.4,43.666666666666664
966,22.8,26.4,20.7,85,1.02,6.9,8.7,14.8,29.833333333333332
967,22.2,27.4,20.5,86,0,7.7,10.9,14.8,35.208333333333336
968,22.4,26.5,20.3,86,4.57,6.9,8.5,11.1,37.625
969,23.6,27.2,20.4,74,1.78,6.9,10,13,41.458333333333336
970,23,28.6,21,79,0,6.9,14.8,25.9,38.583333333333336
971,23,27,20.4,77,0,6.9,14.6,22.2,36.0
972,22.7,26.9,20.3,83,0,8.5,14.8,18.3,70.58333333333333
973,23.3,28.2,20.2,82,1.02,6.9,9.1,14.8,33.166666666666664
974,23.7,28.8,20.6,79,0,6.9,8.9,11.1,38.25
975,23.3,27.3,20.5,76,0,6.9,10.9,16.5,26.583333333333332
976,23.1,28.3,20.3,81,4.83,6.9,10,22.2,15.416666666666666
977,21.9,27.2,19.4,85,5.33,5.5,8.7,18.3,41.375
978,23.6,28,18.7,77,14.99,6.9,9.6,22.2,25.541666666666668
979,23.3,28.6,20.8,76,0,6.9,8.5,16.5,28.375
980,21.9,27.7,19.7,84,11.43,7.4,11.1,14.8,50.333333333333336
981,22,25.4,20,88,3.56,5.5,8.3,13,35.375
982,23.4,27.6,20.2,76,8.89,6.3,9.8,18.3,31.916666666666668
983,21.7,24.6,19.4,85,3.3,7.4,10.2,18.3,35.291666666666664
984,21.9,25,19.6,88,1.02,5.5,10,22.2,26.833333333333332
985,22.2,25.7,20.1,87,6.35,5.5,7.6,11.1,21.125
986,23.3,27.4,20.7,77,0,6.3,13.1,18.3,35.708333333333336
987,22.8,27.3,20.2,78,0,6.9,11.7,18.3,43.583333333333336
988,23.3,27.4,19.7,72,0,6.9,10.6,18.3,46.041666666666664
989,23.7,27.8,19.8,75,41.66,6.9,8.3,11.1,82.875
990,22.4,28.5,20,83,0,6.3,6.3,14.8,64.91666666666667
991,21.9,28.3,19.5,86,8.38,6.3,6.7,11.1,30.666666666666668
992,23.3,28.8,20.3,78,19.81,7.4,6.9,11.1,34.416666666666664
993,23.7,28.3,20,73,0,6.9,6.5,11.1,33.166666666666664
994,23.8,28.2,20.3,71,0.25,6.6,7.8,9.4,30.625
995,24.7,29.3,19.7,61,0,6.9,6.5,9.4,30.333333333333332
996,24.4,29.2,20.3,63,0,6.9,8.7,14.8,0.0
997,24.3,29.1,20.1,66,0,6.9,7.8,14.8,0.0
998,25.7,30,20.5,59,0,6.9,5.4,9.4,0.0
999,25,31.6,22.3,72,0.25,6.9,1.9,3.5,76.875
1000,24.8,30.3,20.4,69,33.02,6.3,1.5,5.4,83.45833333333333
1001,23.9,31.7,20.1,77,16,6.6,2,5.4,71.66666666666667
1002,22.7,29.1,19.5,81,13.97,6.3,5,9.4,62.375
1003,23.5,28.4,20,71,0,6.3,5.7,9.4,24.875
1004,23.9,28.2,18.4,64,0,6.9,4.8,7.6,37.333333333333336
1005,23.7,30.3,19.9,79,32.26,5.5,0.4,3.5,38.791666666666664
1006,25.1,29.2,21.3,72,1.27,6.9,3.5,5.4,48.916666666666664
1007,25.3,29.9,21.4,69,4.32,6.9,3.7,7.6,76.91666666666667
1008,25.5,30.9,21.6,73,0.25,6.9,5.2,7.6,30.333333333333332
1009,24.9,30.3,21.3,71,0,6.9,4.6,5.4,26.666666666666668
1010,24.1,30.4,21.6,75,0.25,6.9,5,7.6,29.0
1011,24.2,28.2,20.2,70,7.87,6.9,3.3,5.4,61.708333333333336
1012,24.1,29.5,20.8,72,0,6.3,3.1,3.5,60.541666666666664
1013,24.3,29.5,20.6,65,4.32,6.3,1.5,5.4,41.583333333333336
1014,25,31.5,20.4,67,0,6.3,2.4,5.4,80.04166666666667
1015,24,30.3,21,75,1.02,6.9,3.1,3.5,82.83333333333333
1016,23.4,29.8,20.1,82,3.81,6.9,0.4,3.5,95.25
1017,24.4,28.7,20.2,71,1.02,7.4,3.1,3.5,126.16666666666667
1018,23.8,29.3,19.7,58,0,6.9,3.1,3.5,136.70833333333334
1019,23.7,29,19.7,60,0,6.3,5,7.6,160.66666666666666
1020,23.9,30.2,18.2,58,0,5.5,5,9.4,245.66666666666666
1021,23.8,29.3,18.7,58,0,6.6,4.6,7.6,261.6666666666667
1022,23.4,29.5,18.2,51,0,6.9,3.7,7.6,272.4166666666667
1023,24.8,30.1,19.7,64,0,6.3,4.6,11.1,149.625
1024,24.3,30.4,20,65,0,6.3,3.9,5.4,99.70833333333333
1025,22.9,30.3,19.8,78,0,6.6,5.2,5.4,217.375
1026,22.8,27.7,20.4,81,0.51,5.5,8.1,14.8,309.375
1027,23.3,30,18,48,0,6.9,3.9,7.6,321.5416666666667
1028,22.2,29.6,16,60,0,6.9,3,5.4,278.0
1029,23.4,29.2,17.5,58,0,6.3,5,7.6,192.33333333333334
1030,22.4,30,16.2,44,0,6.9,1.3,3.5,224.16666666666666
1031,23,30.5,14.8,44,0,6.9,0.9,3.5,196.75
1032,23.3,31,16.5,68,0,6.9,5.4,7.6,221.54166666666666
1033,22.6,27.6,19.2,70,0,4.8,3.1,5.4,134.45833333333334
1034,22.2,28.8,18,66,0,5.6,3.3,5.4,110.0
1035,20.8,29,16.3,64,0,5,5,9.4,160.0
1036,21.8,29.5,18,62,0,6.3,4.3,9.4,118.91666666666667
1037,21.8,28.3,15.6,56,0,6.9,4.6,7.6,176.375
1038,21.7,28.8,18.2,67,0,6.9,3.3,7.6,185.95833333333334
1039,22.3,29.3,18.3,70,0,6.8,3.1,5.4,239.125
1040,22.5,28.2,17.7,72,0,6.8,4.8,7.6,365.2916666666667
1041,23.1,29.4,17.6,62,0,5.8,5.2,11.1,312.2083333333333
1042,22.3,29.9,18.7,70,0,6,3,9.4,121.33333333333333
1043,22.8,28.9,17.7,59,0,5.3,3.1,5.4,202.875
1044,21.8,28.9,17.7,59,0,6.3,7,9.4,260.1666666666667
1045,21.6,28.5,16,67,0,6.3,3.1,11.1,277.7083333333333
1046,22.2,27.7,17.7,63,0,6.9,2.8,7.6,284.1666666666667
1047,22.7,28.4,18.1,65,0,6.3,3.9,5.4,288.4166666666667
1048,23.4,29.1,18.4,62,0,6,5.7,9.4,166.91666666666666
1049,23.8,30.2,17.7,56,0,5.5,6.1,9.4,169.0
1050,24,31.4,19,63,0,6.3,5.4,7.6,186.04166666666666
1051,20.9,25.8,16.6,51,0,6.6,3.9,11.1,108.08333333333333
